Daily Rainfall Total (mm),Datetime,category
0.0,2016-07-04,0
0.0,2016-07-05,0
65.60000000000001,2016-07-06,1
41.2,2016-07-07,0
272.5,2016-07-08,2
0.0,2016-07-09,0
0.0,2016-07-10,0
224.39999999999995,2016-07-11,2
0.0,2016-07-12,0
162.2,2016-07-13,1
125.10000000000001,2016-07-14,1
251.9,2016-07-15,2
4.3,2016-07-16,0
117.10000000000002,2016-07-17,1
169.3,2016-07-18,1
240.60000000000002,2016-07-19,2
572.5,2016-07-20,3
470.99999999999994,2016-07-21,2
176.9,2016-07-22,1
76.9,2016-07-23,1
136.3,2016-07-24,1
6.0,2016-07-25,0
299.29999999999995,2016-07-26,2
0.0,2016-07-27,0
179.3,2016-07-28,1
0.0,2016-07-29,0
0.6,2016-07-30,0
156.1,2016-07-31,1
101.39999999999999,2016-08-01,1
0.8,2016-08-02,0
122.0,2016-08-03,1
0.0,2016-08-04,0
4.6000000000000005,2016-08-05,0
114.99999999999999,2016-08-06,1
0.4,2016-08-07,0
0.0,2016-08-08,0
27.400000000000002,2016-08-09,0
0.0,2016-08-10,0
49.7,2016-08-11,0
41.1,2016-08-12,0
29.299999999999997,2016-08-13,0
13.099999999999998,2016-08-14,0
6.7,2016-08-15,0
0.0,2016-08-16,0
109.80000000000001,2016-08-17,1
0.2,2016-08-18,0
388.5,2016-08-19,2
44.4,2016-08-20,0
316.30000000000007,2016-08-21,2
0.2,2016-08-22,0
69.2,2016-08-23,1
498.40000000000003,2016-08-24,2
0.0,2016-08-25,0
0.0,2016-08-26,0
31.599999999999998,2016-08-27,0
0.0,2016-08-28,0
10.6,2016-08-29,0
80.1,2016-08-30,1
20.4,2016-08-31,0
96.19999999999999,2016-09-01,1
0.6000000000000001,2016-09-02,0
0.0,2016-09-03,0
104.80000000000001,2016-09-04,1
14.799999999999999,2016-09-05,0
65.0,2016-09-06,1
255.4,2016-09-07,2
0.0,2016-09-08,0
83.80000000000001,2016-09-09,1
138.39999999999998,2016-09-10,1
52.900000000000006,2016-09-11,1
90.1,2016-09-12,1
0.0,2016-09-13,0
358.5999999999999,2016-09-14,2
0.0,2016-09-15,0
217.5,2016-09-16,2
8.299999999999999,2016-09-17,0
314.79999999999995,2016-09-18,2
214.59999999999997,2016-09-19,2
130.6,2016-09-20,1
37.199999999999996,2016-09-21,0
0.0,2016-09-22,0
0.0,2016-09-23,0
0.0,2016-09-24,0
10.7,2016-09-25,0
5.8,2016-09-26,0
2.0,2016-09-27,0
1.2,2016-09-28,0
0.0,2016-09-29,0
57.5,2016-09-30,1
2.8000000000000007,2016-10-01,0
3.8,2016-10-02,0
442.6,2016-10-03,2
4.6000000000000005,2016-10-04,0
8.0,2016-10-05,0
48.5,2016-10-06,0
820.3000000000001,2016-10-07,3
0.6000000000000001,2016-10-08,0
37.0,2016-10-09,0
0.0,2016-10-10,0
0.0,2016-10-11,0
17.6,2016-10-12,0
8.3,2016-10-13,0
349.50000000000006,2016-10-14,2
0.6000000000000001,2016-10-15,0
133.3,2016-10-16,1
0.8,2016-10-17,0
34.0,2016-10-18,0
261.90000000000003,2016-10-19,2
0.0,2016-10-20,0
105.1,2016-10-21,1
31.200000000000006,2016-10-22,0
8.899999999999999,2016-10-23,0
218.2,2016-10-24,2
527.2,2016-10-25,3
24.0,2016-10-26,0
275.3,2016-10-27,2
157.79999999999998,2016-10-28,1
202.69999999999996,2016-10-29,2
20.0,2016-10-30,0
0.4,2016-10-31,0
433.6000000000001,2016-11-01,2
278.40000000000003,2016-11-02,2
87.50000000000003,2016-11-03,1
118.89999999999999,2016-11-04,1
132.70000000000002,2016-11-05,1
7.800000000000001,2016-11-06,0
61.4,2016-11-07,1
0.4,2016-11-08,0
160.00000000000003,2016-11-09,1
216.8,2016-11-10,2
176.4,2016-11-11,1
141.2,2016-11-12,1
54.89999999999999,2016-11-13,1
536.1999999999999,2016-11-14,3
149.59999999999997,2016-11-15,1
451.40000000000003,2016-11-16,2
175.9,2016-11-17,1
116.89999999999999,2016-11-18,1
135.49999999999997,2016-11-19,1
92.29999999999998,2016-11-20,1
52.099999999999994,2016-11-21,1
21.6,2016-11-22,0
42.8,2016-11-23,0
0.2,2016-11-24,0
261.0,2016-11-25,2
389.6,2016-11-26,2
53.9,2016-11-27,1
0.0,2016-11-28,0
2.9000000000000004,2016-11-29,0
0.0,2016-11-30,0
166.00000000000003,2016-12-01,1
49.300000000000004,2016-12-02,0
74.80000000000001,2016-12-03,1
42.1,2016-12-04,0
137.7,2016-12-05,1
112.0,2016-12-06,1
41.00000000000001,2016-12-07,0
6.9,2016-12-08,0
235.49999999999997,2016-12-09,2
40.0,2016-12-10,0
67.3,2016-12-11,1
0.0,2016-12-12,0
14.3,2016-12-13,0
1.2,2016-12-14,0
0.0,2016-12-15,0
8.7,2016-12-16,0
189.90000000000003,2016-12-17,1
306.99999999999994,2016-12-18,2
32.2,2016-12-19,0
1.7,2016-12-20,0
41.6,2016-12-21,0
444.8,2016-12-22,2
404.3,2016-12-23,2
719.1999999999999,2016-12-24,3
259.5,2016-12-25,2
0.4,2016-12-26,0
76.5,2016-12-27,1
55.900000000000006,2016-12-28,1
0.0,2016-12-29,0
85.79999999999998,2016-12-30,1
0.2,2016-12-31,0
306.8999999999999,2017-01-01,2
265.5,2017-01-02,2
57.0,2017-01-03,1
49.1,2017-01-04,0
27.299999999999997,2017-01-05,0
0.8,2017-01-06,0
0.0,2017-01-07,0
3.9000000000000004,2017-01-08,0
0.0,2017-01-09,0
165.8,2017-01-10,1
258.20000000000005,2017-01-11,2
0.0,2017-01-12,0
28.6,2017-01-13,0
5.0,2017-01-14,0
29.2,2017-01-15,0
3.0,2017-01-16,0
0.0,2017-01-17,0
520.3000000000001,2017-01-18,3
515.2,2017-01-19,3
113.6,2017-01-20,1
494.70000000000005,2017-01-21,2
311.99999999999994,2017-01-22,2
1327.9,2017-01-23,3
316.29999999999995,2017-01-24,2
80.2,2017-01-25,1
46.5,2017-01-26,0
13.1,2017-01-27,0
103.10000000000001,2017-01-28,1
2.7,2017-01-29,0
125.49999999999997,2017-01-30,1
3.8,2017-01-31,0
0.8,2017-02-01,0
35.8,2017-02-02,0
422.29999999999995,2017-02-03,2
306.30000000000007,2017-02-04,2
51.3,2017-02-05,1
30.2,2017-02-06,0
206.49999999999997,2017-02-07,2
573.9000000000001,2017-02-08,3
3.0,2017-02-09,0
0.2,2017-02-10,0
3.1,2017-02-11,0
68.1,2017-02-12,1
46.8,2017-02-13,0
38.8,2017-02-14,0
180.49999999999997,2017-02-15,1
1.3,2017-02-16,0
0.0,2017-02-17,0
0.0,2017-02-18,0
4.3,2017-02-19,0
34.900000000000006,2017-02-20,0
117.10000000000001,2017-02-21,1
0.0,2017-02-22,0
224.89999999999998,2017-02-23,2
376.80000000000007,2017-02-24,2
103.8,2017-02-25,1
36.800000000000004,2017-02-26,0
4.2,2017-02-27,0
142.5,2017-02-28,1
486.0,2017-03-01,2
6.7,2017-03-02,0
303.79999999999995,2017-03-03,2
114.5,2017-03-04,1
92.39999999999999,2017-03-05,1
301.5,2017-03-06,2
12.8,2017-03-07,0
8.8,2017-03-08,0
0.0,2017-03-09,0
0.0,2017-03-10,0
111.39999999999999,2017-03-11,1
132.40000000000003,2017-03-12,1
56.3,2017-03-13,1
42.0,2017-03-14,0
0.0,2017-03-15,0
22.3,2017-03-16,0
149.9,2017-03-17,1
72.5,2017-03-18,1
65.9,2017-03-19,1
183.2,2017-03-20,1
57.099999999999994,2017-03-21,1
164.4,2017-03-22,1
0.0,2017-03-23,0
11.7,2017-03-24,0
377.1,2017-03-25,2
5.199999999999999,2017-03-26,0
27.6,2017-03-27,0
87.70000000000002,2017-03-28,1
155.10000000000002,2017-03-29,1
205.6,2017-03-30,2
135.4,2017-03-31,1
116.6,2017-04-01,1
6.400000000000001,2017-04-02,0
125.00000000000001,2017-04-03,1
112.4,2017-04-04,1
18.1,2017-04-05,0
44.900000000000006,2017-04-06,0
324.1,2017-04-07,2
54.900000000000006,2017-04-08,1
113.4,2017-04-09,1
7.1000000000000005,2017-04-10,0
36.800000000000004,2017-04-11,0
277.29999999999995,2017-04-12,2
363.3,2017-04-13,2
228.8,2017-04-14,2
105.40000000000002,2017-04-15,1
21.599999999999998,2017-04-16,0
128.8,2017-04-17,1
815.3,2017-04-18,3
1.8000000000000003,2017-04-19,0
48.599999999999994,2017-04-20,0
446.2999999999999,2017-04-21,2
79.99999999999997,2017-04-22,1
21.799999999999997,2017-04-23,0
270.0,2017-04-24,2
129.7,2017-04-25,1
154.5,2017-04-26,1
239.79999999999995,2017-04-27,2
213.0,2017-04-28,2
15.399999999999999,2017-04-29,0
0.2,2017-04-30,0
0.0,2018-11-02,0
